order,zoho_invoice_id,zoho_net,shopify_net,delta,zoho_total,shopify_total,status
53233,3806639000021293003,0,1172.35,1172.35,1230.97,1172.35,large_mismatch
53232,3806639000021265013,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53231,3806639000021252018,0,1147.67,1147.67,1205.05,1147.67,large_mismatch
53230,3806639000021214061,0,1398,1398,1363.95,1398,large_mismatch
53229,3806639000021264019,0,2497,2497,2517.9,2497,large_mismatch
53228,3806639000020309550,0,2898,2898,2938.95,2898,large_mismatch
53227,3806639000021264010,0,1298,1298,1258.95,1298,large_mismatch
53226,3806639000021257017,0,1398,1398,1363.95,1398,large_mismatch
53225,3806639000021264002,0,1298,1298,1258.96,1298,large_mismatch
53224,3806639000021214051,0,261.34,261.34,274.41,261.34,large_mismatch
53223,3806639000021214038,0,1804.1,1804.1,1894.3,1804.1,large_mismatch
53222,3806639000021175052,0,1298,1298,1258.95,1298,large_mismatch
53221,3806639000021253003,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53220,3806639000021250001,0,1098,1098,1048.96,1098,large_mismatch
53219,3806639000021174057,0,1048.94,1048.94,1101.39,1048.94,large_mismatch
53218,3806639000021221002,0,1398,1398,1363.95,1398,large_mismatch
53217,3806639000021211003,0,1085.96,1085.96,1140.26,1085.96,large_mismatch
53216,3806639000021179001,0,1298,1298,1258.95,1298,large_mismatch
53215,3806639000020419504,0,1139.05,1139.05,1196,1139.05,large_mismatch
53214,3806639000020827269,0,1025.15,1025.15,1076.41,1025.15,large_mismatch
53213,3806639000020486451,0,1899.05,1899.05,1993.99,1899.05,large_mismatch
53212,3806639000020419488,0,2659.05,2659.05,2792,2659.05,large_mismatch
53211,3806639000020456554,0,1139.05,1139.05,1196,1139.05,large_mismatch
53210,3806639000020378781,0,2497,2497,2517.9,2497,large_mismatch
53209,3806639000020486418,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53208,3806639000020310720,0,1298,1298,1258.95,1298,large_mismatch
53207,3806639000020321724,0,1298,1298,1258.95,1298,large_mismatch
53206,3806639000020309505,0,1110.65,1110.65,1166.18,1110.65,large_mismatch
53205,3806639000020310712,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53204,3806639000020111945,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53203,3806639000020111936,0,1298,1298,1258.95,1298,large_mismatch
53202,3806639000020422414,0,1139.05,1139.05,1196,1139.05,large_mismatch
53201,3806639000020111924,0,1998.05,1998.05,1993.99,1998.05,large_mismatch
53200,3806639000020309483,0,1398,1398,1363.95,1398,large_mismatch
53199,3806639000020316432,0,2898,2898,2938.95,2898,large_mismatch
53198,3806639000020231597,0,1139.05,1139.05,1196,1139.05,large_mismatch
53197,3806639000020312489,0,1139.05,1139.05,1196.01,1139.05,large_mismatch
53196,3806639000020800392,0,1398,1398,1363.95,1398,large_mismatch
53195,3806639000020315818,0,1709.15,1709.15,1794.6,1709.15,large_mismatch
53194,3806639000020266910,0,1139.05,1139.05,1196,1139.05,large_mismatch
53193,3806639000020422405,0,1398,1398,1363.95,1398,large_mismatch
53192,3806639000020827245,0,1398,1398,1363.95,1398,large_mismatch
53191,3806639000020231571,0,2898,2898,2938.95,2898,large_mismatch
53190,3806639000020083718,0,1398,1398,1363.95,1398,large_mismatch
53189,3806639000020419464,0,1002.36,1002.36,1052.48,1002.36,large_mismatch
53188,3806639000020340665,0,1398,1398,1363.95,1398,large_mismatch
53187,3806639000020378716,0,1398,1398,1363.95,1398,large_mismatch
53186,3806639000020380553,0,2597,2597,2622.9,2597,large_mismatch
53185,3806639000020314658,0,1139.05,1139.05,1196,1139.05,large_mismatch
53184,3806639000020310679,0,4082.15,4082.15,4286.26,4082.15,large_mismatch
53183,3806639000020422381,0,1298,1298,1258.95,1298,large_mismatch
53182,3806639000020340657,0,1398,1398,1363.95,1398,large_mismatch
53181,3806639000020340649,0,1398,1398,1363.95,1398,large_mismatch
53180,3806639000020800368,0,1203.15,1203.15,1159.36,1203.15,large_mismatch
53179,3806639000020380544,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53178,3806639000020379545,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53177,3806639000020800359,0,1298,1298,1258.95,1298,large_mismatch
53176,3806639000020059601,0,1110.65,1110.65,1166.18,1110.65,large_mismatch
53175,3806639000020827237,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53174,3806639000019825930,0,1299,1299,1363.95,1299,large_mismatch
53173,3806639000020231548,0,2898,2898,2938.95,2898,large_mismatch
53172,3806639000020380535,0,1298,1298,1258.95,1298,large_mismatch
53171,3806639000020310638,0,1147.67,1147.67,1205.05,1147.67,large_mismatch
53170,3806639000020561474,0,2118.63,2118.63,2224.56,2118.63,large_mismatch
53169,3806639000020270758,0,1899.05,1899.05,1993.99,1899.05,large_mismatch
53168,3806639000020312468,0,2597,2597,2622.9,2597,large_mismatch
53167,3806639000020379512,0,1110.65,1110.65,1166.18,1110.65,large_mismatch
53166,3806639000020263755,0,1199,1199,1258.95,1199,large_mismatch
53165,3806639000020379503,0,1398,1398,1363.95,1398,large_mismatch
53164,3806639000020380527,0,1298,1298,1258.95,1298,large_mismatch
53163,3806639000019825919,0,1899.05,1899.05,1993.99,1899.05,large_mismatch
53162,3806639000020310626,0,1898.1,1898.1,1993.01,1898.1,large_mismatch
53161,3806639000020382543,0,2597,2597,2622.9,2597,large_mismatch
53160,3806639000020417358,0,1398,1398,1363.95,1398,large_mismatch
53159,3806639000020800294,0,1082.1,1082.1,1136.21,1082.1,large_mismatch
53158,3806639000020321651,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53157,3806639000020379473,0,2098,2098,2098.95,2098,large_mismatch
53156,3806639000020378707,0,2098,2098,2098.95,2098,large_mismatch
53155,3806639000020270749,0,1199,1199,1258.95,1199,large_mismatch
53154,3806639000020321642,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53153,3806639000020382531,0,2898,2898,2938.95,2898,large_mismatch
53152,3806639000020561443,0,1398,1398,1363.95,1398,large_mismatch
53151,3806639000020266838,0,1398,1398,1363.95,1398,large_mismatch
53150,3806639000020456433,0,1899.05,1899.05,1993.99,1899.05,large_mismatch
53149,3806639000020380520,0,1398,1398,1363.95,1398,large_mismatch
53148,3806639000020378698,0,1298,1298,1258.95,1298,large_mismatch
53147,3806639000020321633,0,1298,1298,1258.95,1298,large_mismatch
53146,3806639000020270710,0,1398,1398,1363.95,1398,large_mismatch
53145,3806639000020827187,0,1899.05,1899.05,1993.99,1899.05,large_mismatch
53144,3806639000020231511,0,1804.1,1804.1,1894.31,1804.1,large_mismatch
53143,3806639000020456403,0,1139.05,1139.05,1196,1139.05,large_mismatch
53142,3806639000020380505,0,2393.15,2393.15,2512.82,2393.15,large_mismatch
53141,3806639000020270702,0,1298,1298,1258.95,1298,large_mismatch
53140,3806639000020314537,0,2422.14,2422.14,2439.3,2422.14,large_mismatch
53139,3806639000020231502,0,1398,1398,1363.95,1398,large_mismatch
53138,3806639000020827169,0,1172.35,1172.35,1230.97,1172.35,large_mismatch
53137,3806639000020321615,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53136,3806639000020800274,0,1147.67,1147.67,1205.05,1147.67,large_mismatch
53135,3806639000020827160,0,1110.65,1110.65,1166.18,1110.65,large_mismatch
53134,3806639000020379460,0,1899.05,1899.05,1993.99,1899.05,large_mismatch
53133,3806639000020059502,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53132,3806639000020312420,0,2659.05,2659.05,2792,2659.05,large_mismatch
53131,3806639000020422373,0,1398,1398,1363.95,1398,large_mismatch
53130,3806639000020417340,0,1298,1298,1258.95,1298,large_mismatch
53129,3806639000020111785,0,3445.14,3445.14,3513.45,3445.14,large_mismatch
53128,3806639000020263604,0,968.19,968.19,1016.6,968.19,large_mismatch
53127,3806639000020059492,0,56.95,56.95,59.79,56.95,small_mismatch
53126,3806639000020266797,0,1298,1298,1258.95,1298,large_mismatch
53125,3806639000020419342,0,1110.65,1110.65,1166.18,1110.65,large_mismatch
53124,3806639000020419333,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53123,3806639000020340587,0,1398,1398,1363.96,1398,large_mismatch
53122,3806639000020827104,0,1139.05,1139.05,1196,1139.05,large_mismatch
53121,3806639000020486270,0,1048.94,1048.94,1101.39,1048.94,large_mismatch
53120,3806639000020561399,0,1398,1398,1363.95,1398,large_mismatch
53119,3806639000020340566,0,1298,1298,1258.95,1298,large_mismatch
53118,3806639000020231436,0,1139.05,1139.05,1196,1139.05,large_mismatch
53117,3806639000020382468,0,1398,1398,1363.95,1398,large_mismatch
53116,3806639000020111730,0,898,898,838.95,898,large_mismatch
53115,3806639000020561381,0,1398,1398,1363.95,1398,large_mismatch
53114,3806639000020456343,0,1398,1398,1363.95,1398,large_mismatch
53113,3806639000020266778,0,2098,2098,2098.95,2098,large_mismatch
53112,3806639000020263540,0,2098,2098,2098.95,2098,large_mismatch
53111,3806639000020340557,0,1398,1398,1363.96,1398,large_mismatch
53110,3806639000020266770,0,1298,1298,1258.95,1298,large_mismatch
53109,3806639000020270668,0,2373.1,2373.1,2491.76,2373.1,large_mismatch
53108,3806639000020456336,0,1298,1298,1258.95,1298,large_mismatch
53107,3806639000020380447,0,1082.1,1082.1,1136.2,1082.1,large_mismatch
53106,3806639000020266763,0,1298,1298,1258.95,1298,large_mismatch
53105,3806639000020083633,0,1139.05,1139.05,1196,1139.05,large_mismatch
53104,3806639000020316333,0,2098,2098,2098.95,2098,large_mismatch
53103,3806639000020417316,0,1110.65,1110.65,1166.19,1110.65,large_mismatch
53102,3806639000020231378,0,1298,1298,1258.95,1298,large_mismatch
53100,3806639000020266755,0,1298,1298,1258.95,1298,large_mismatch
53099,3806639000020456328,0,1398,1398,1363.95,1398,large_mismatch
53098,3806639000020314485,0,1398,1398,1363.95,1398,large_mismatch
53097,3806639000020561358,0,1898.1,1898.1,1993,1898.1,large_mismatch
53096,3806639000020486223,0,1299,1299,1363.95,1299,large_mismatch
53095,3806639000020111649,0,1002.36,1002.36,1052.48,1002.36,large_mismatch
53094,3806639000020378644,0,1110.65,1110.65,1166.18,1110.65,large_mismatch
53093,3806639000020827082,0,1398,1398,1363.95,1398,large_mismatch
53092,3806639000020340533,0,2278.1,2278.1,2392,2278.1,large_mismatch
53091,3806639000020266683,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53090,3806639000020309408,0,1298,1298,1258.95,1298,large_mismatch
53089,3806639000020266673,0,2497,2497,2517.9,2497,large_mismatch
53088,3806639000020417275,0,1298,1298,1258.95,1298,large_mismatch
53087,3806639000020083624,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53086,3806639000020083615,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53085,3806639000019825731,0,1139.05,1139.05,1196,1139.05,large_mismatch
53084,3806639000020231332,0,949.05,949.05,996.5,949.05,large_mismatch
53083,3806639000020314436,0,1398,1398,1363.95,1398,large_mismatch
53082,3806639000020456298,0,2659.05,2659.05,2792,2659.05,large_mismatch
53081,3806639000020340521,0,3397,3397,3462.9,3397,large_mismatch
53080,3806639000020270659,0,1398,1398,1363.95,1398,large_mismatch
53079,3806639000020422300,0,2098,2098,2098.95,2098,large_mismatch
53078,3806639000020083575,0,95,95,99.75,95,small_mismatch
53077,3806639000020310472,0,1139.05,1139.05,1196,1139.05,large_mismatch
53076,3806639000020321528,0,2659.05,2659.05,2792,2659.05,large_mismatch
53075,3806639000020827026,0,1299,1299,1363.95,1299,large_mismatch
53074,3806639000020380348,0,1398,1398,1363.95,1398,large_mismatch
53073,3806639000020314395,0,1298,1298,1258.95,1298,large_mismatch
53072,3806639000020083566,0,1059.32,1059.32,1112.29,1059.32,large_mismatch
53071,3806639000020059466,0,1398,1398,1363.95,1398,large_mismatch
53070,3806639000020083550,0,2526.1,2526.1,2652.39,2526.1,large_mismatch
53069,3806639000020083541,0,1398,1398,1363.95,1398,large_mismatch
53068,3806639000020083533,0,759.05,759.05,797,759.05,large_mismatch
53067,3806639000020111595,0,1147.67,1147.67,1205.05,1147.67,large_mismatch
53066,3806639000020270621,0,56.95,56.95,59.8,56.95,small_mismatch
53065,3806639000020486144,0,1398,1398,1363.95,1398,large_mismatch
53064,3806639000020111586,0,1298,1298,1258.95,1298,large_mismatch
53063,3806639000020382338,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53062,3806639000020379331,0,1398,1398,1363.95,1398,large_mismatch
53061,3806639000020382328,0,1398,1398,1363.96,1398,large_mismatch
53060,3806639000020340499,0,1139.05,1139.05,1196,1139.05,large_mismatch
53059,3806639000020312293,0,1398,1398,1363.95,1398,large_mismatch
53058,3806639000019825645,0,1082.1,1082.1,1136.21,1082.1,large_mismatch
53057,3806639000020314375,0,1398,1398,1363.95,1398,large_mismatch
53056,3806639000020321510,0,1398,1398,1363.95,1398,large_mismatch
53055,3806639000020231283,0,1333.05,1333.05,1295.75,1333.05,large_mismatch
53054,3806639000020422271,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53053,3806639000020309377,0,1110.65,1110.65,1166.18,1110.65,large_mismatch
53052,3806639000020263464,0,2597,2597,2622.9,2597,large_mismatch
53051,3806639000020266547,0,1398,1398,1363.95,1398,large_mismatch
53050,3806639000020321502,0,1398,1398,1363.95,1398,large_mismatch
53049,3806639000020059425,0,2098,2098,2098.95,2098,large_mismatch
53048,3806639000020321494,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53047,3806639000020111569,0,978.12,978.12,923.08,978.12,large_mismatch
53046,3806639000020059410,0,2659.05,2659.05,2792,2659.05,large_mismatch
53045,3806639000020263425,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53044,3806639000020266520,0,1298,1298,1258.95,1298,large_mismatch
53043,3806639000020380308,0,1059.32,1059.32,1112.29,1059.32,large_mismatch
53042,3806639000020379323,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53041,3806639000020340412,0,1299,1299,1363.95,1299,large_mismatch
53040,3806639000020800151,0,2098,2098,2098.95,2098,large_mismatch
53039,3806639000020312285,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53038,3806639000020378507,0,1268.1,1268.1,1227.56,1268.1,large_mismatch
53037,3806639000020111561,0,1268.1,1268.1,1227.56,1268.1,large_mismatch
53036,3806639000020379305,0,3620.58,3620.58,3801.6,3620.58,large_mismatch
53035,3806639000020270536,0,1268.1,1268.1,1227.56,1268.1,large_mismatch
53034,3806639000020380287,0,2098,2098,2098.95,2098,large_mismatch
53033,3806639000020270520,0,2659.05,2659.05,2792,2659.05,large_mismatch
53032,3806639000020321485,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53030,3806639000020270501,0,1110.65,1110.65,1166.18,1110.65,large_mismatch
53029,3806639000020827008,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53028,3806639000020561206,0,2526.1,2526.1,2652.39,2526.1,large_mismatch
53027,3806639000019825611,0,3796,3796,3881.85,3796,large_mismatch
53026,3806639000019120999,0,1398,1398,1363.95,1398,large_mismatch
53025,3806639000020270483,0,1398,1398,1363.95,1398,large_mismatch
53024,3806639000020231251,0,1298,1298,1258.95,1298,large_mismatch
53023,3806639000020379284,0,2373.1,2373.1,2491.76,2373.1,large_mismatch
53022,3806639000020382243,0,1147.67,1147.67,1205.05,1147.67,large_mismatch
53021,3806639000020059360,0,1398,1398,1363.95,1398,large_mismatch
53020,3806639000020083494,0,1298,1298,1258.95,1298,large_mismatch
53019,3806639000020486109,0,1082.1,1082.1,1136.21,1082.1,large_mismatch
53018,3806639000020266485,0,2098,2098,2098.95,2098,large_mismatch
53017,3806639000020111502,0,48.76,48.76,51.2,48.76,small_mismatch
53016,3806639000020316258,0,2373.1,2373.1,2491.76,2373.1,large_mismatch
53015,3806639000020486100,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53014,3806639000020231243,0,1398,1398,1363.95,1398,large_mismatch
53013,3806639000020561155,0,2618.1,2618.1,2645.06,2618.1,large_mismatch
53012,3806639000020266476,0,1139.05,1139.05,1196,1139.05,large_mismatch
53011,3806639000020083476,0,1298,1298,1258.95,1298,large_mismatch
53010,3806639000020321470,0,5297,5297,5561.85,5297,large_mismatch
53009,3806639000019825602,0,56.95,56.95,59.8,56.95,small_mismatch
53008,3806639000020321461,0,1172.35,1172.35,1230.97,1172.35,large_mismatch
53007,3806639000020083468,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53006,3806639000020321452,0,1298,1298,1258.95,1298,large_mismatch
53004,3806639000020378417,0,1398,1398,1363.95,1398,large_mismatch
53003,3806639000020378409,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53002,3806639000020231235,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53001,3806639000020321413,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53000,3806639000020379236,0,1298,1298,1258.95,1298,large_mismatch
52999,3806639000020340287,0,1398,1398,1363.95,1398,large_mismatch
52998,3806639000020263369,0,1110.65,1110.65,1166.18,1110.65,large_mismatch
52997,3806639000020456156,0,1398,1398,1363.95,1398,large_mismatch
52996,3806639000020378397,0,2898,2898,2938.95,2898,large_mismatch
52995,3806639000020561110,0,2098,2098,2098.95,2098,large_mismatch
52994,3806639000020417161,0,1398,1398,1363.95,1398,large_mismatch
52993,3806639000020083431,0,2898,2898,2938.95,2898,large_mismatch
52992,3806639000020310417,0,1139.05,1139.05,1196,1139.05,large_mismatch
52991,3806639000020083422,0,1298,1298,1258.95,1298,large_mismatch
52990,3806639000020422193,0,1398,1398,1363.95,1398,large_mismatch
52989,3806639000020378349,0,1110.65,1110.65,1166.18,1110.65,large_mismatch
52988,3806639000020419110,0,1398,1398,1363.95,1398,large_mismatch
52987,3806639000020231226,0,1398,1398,1363.95,1398,large_mismatch
52986,3806639000020314231,0,1059.32,1059.32,1112.29,1059.32,large_mismatch
52985,3806639000019753658,0,1298,1298,1258.95,1298,large_mismatch
52984,3806639000020263360,0,1333.05,1333.05,1295.75,1333.05,large_mismatch
52983,3806639000020315440,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
52982,3806639000020059316,0,1899.05,1899.05,1993.99,1899.05,large_mismatch
52981,3806639000020382143,0,1398,1398,1363.95,1398,large_mismatch
52980,3806639000020231216,0,2278.1,2278.1,2392.01,2278.1,large_mismatch
52979,3806639000020419100,0,2098,2098,2098.95,2098,large_mismatch
52978,3806639000020270396,0,1139.05,1139.05,1196,1139.05,large_mismatch
52977,3806639000020059307,0,1398,1398,1363.95,1398,large_mismatch
52976,3806639000020422144,0,2659.05,2659.05,2792,2659.05,large_mismatch
52975,3806639000020379211,0,2098,2098,2098.95,2098,large_mismatch
52974,3806639000020321342,0,1298,1298,1258.95,1298,large_mismatch
52973,3806639000020419090,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
52972,3806639000019825543,0,1139.05,1139.05,1196,1139.05,large_mismatch
52971,3806639000019825534,0,759.05,759.05,797,759.05,large_mismatch
52970,3806639000020321334,0,1398,1398,1363.95,1398,large_mismatch
52969,3806639000019753630,0,1398,1398,1363.95,1398,large_mismatch
52968,3806639000020561068,0,1398,1398,1363.95,1398,large_mismatch
52967,3806639000019120896,0,99.05,99.05,0.04,99.05,small_mismatch
52966,3806639000020231208,0,1139.05,1139.05,1196,1139.05,large_mismatch
52965,3806639000020111456,0,1139.05,1139.05,1196,1139.05,large_mismatch
52964,3806639000020340243,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
52962,3806639000020316230,0,1025.15,1025.15,1076.41,1025.15,large_mismatch
52961,3806639000020419081,0,1398,1398,1363.95,1398,large_mismatch
52960,3806639000019825511,0,1110.65,1110.65,1166.18,1110.65,large_mismatch
52959,3806639000020340203,0,1268.1,1268.1,1227.56,1268.1,large_mismatch
52958,3806639000019753556,0,1139.05,1139.05,1196,1139.05,large_mismatch
52957,3806639000020380163,0,2098,2098,2098.95,2098,large_mismatch
52956,3806639000020315292,0,2898,2898,2938.95,2898,large_mismatch
52955,3806639000020083334,0,1298,1298,1258.95,1298,large_mismatch
52954,3806639000019825503,0,1298,1298,1258.95,1298,large_mismatch
52953,3806639000020310316,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
52952,3806639000020315274,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
52951,3806639000020316221,0,2098,2098,2098.95,2098,large_mismatch
52950,3806639000020422111,0,1899.05,1899.05,1993.99,1899.05,large_mismatch
52949,3806639000020270300,0,842.07,842.07,780.23,842.07,large_mismatch
52948,3806639000020083301,0,2898,2898,2938.95,2898,large_mismatch
52947,3806639000020340193,0,1139.05,1139.05,1196,1139.05,large_mismatch
52946,3806639000020417100,0,1804.1,1804.1,1894.31,1804.1,large_mismatch
52945,3806639000020417091,0,1082.1,1082.1,1136.21,1082.1,large_mismatch
52944,3806639000019120878,0,1298,1298,1258.95,1298,large_mismatch
52943,3806639000020456051,0,1398,1398,1363.95,1398,large_mismatch
52942,3806639000020380123,0,1398,1398,1363.95,1398,large_mismatch
52941,3806639000020379120,0,1147.67,1147.67,1205.05,1147.67,large_mismatch
52940,3806639000020315247,0,2898,2898,2938.95,2898,large_mismatch
52939,3806639000020266384,0,1398,1398,1363.95,1398,large_mismatch
52938,3806639000020309286,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
52937,3806639000020263300,0,1398,1398,1363.95,1398,large_mismatch
52936,3806639000020314174,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
52935,3806639000020314165,0,1238.05,1238.05,1196,1238.05,large_mismatch
52934,3806639000020231147,0,1398,1398,1363.95,1398,large_mismatch
52933,3806639000020378136,0,1082.1,1082.1,1136.21,1082.1,large_mismatch
52932,3806639000019120857,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
52931,3806639000020263292,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
52930,3806639000020316209,0,1899.05,1899.05,1993.99,1899.05,large_mismatch
52929,3806639000020111431,0,1398,1398,1363.96,1398,large_mismatch
52928,3806639000020270282,0,1298,1298,1258.95,1298,large_mismatch
52927,3806639000020378127,0,1172.35,1172.35,1230.97,1172.35,large_mismatch
52926,3806639000020266376,0,1139.05,1139.05,1196,1139.05,large_mismatch
52925,3806639000020310250,0,1398,1398,1363.95,1398,large_mismatch
52924,3806639000020083277,0,2697,2697,2727.9,2697,large_mismatch
52923,3806639000020422058,0,2898,2898,2938.95,2898,large_mismatch
52922,3806639000019825419,0,1238.05,1238.05,1196,1238.05,large_mismatch
52921,3806639000020059241,0,1002.36,1002.36,1052.48,1002.36,large_mismatch
52920,3806639000020263260,0,1398,1398,1363.95,1398,large_mismatch
52919,3806639000020310227,0,1298,1298,1258.95,1298,large_mismatch
52918,3806639000020456004,0,2758.05,2758.05,2792,2758.05,large_mismatch
52917,3806639000020310219,0,1307.07,1307.07,1268.47,1307.07,large_mismatch
52916,3806639000020378118,0,2507.16,2507.16,2632.52,2507.16,large_mismatch
52915,3806639000020419017,0,1899.05,1899.05,1993.99,1899.05,large_mismatch
52914,3806639000020231116,0,82.06,82.06,86.16,82.06,small_mismatch
52913,3806639000020059231,0,2597,2597,2622.9,2597,large_mismatch
52912,3806639000020417059,0,1333.05,1333.05,1295.75,1333.05,large_mismatch
52911,3806639000020310208,0,2098,2098,2098.95,2098,large_mismatch
52910,3806639000019133935,0,1398,1398,1363.95,1398,large_mismatch
52909,3806639000019825385,0,1298,1298,1258.95,1298,large_mismatch
52908,3806639000020417050,0,1139.05,1139.05,1196,1139.05,large_mismatch
52907,3806639000020379083,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
52906,3806639000020340155,0,23.65,23.65,24.83,23.65,small_mismatch
52905,3806639000020378107,0,2597,2597,2622.9,2597,large_mismatch
52904,3806639000020315121,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
52903,3806639000019825363,0,2898,2898,2938.95,2898,large_mismatch
52902,3806639000019825352,0,3042.1,3042.1,3090.26,3042.1,large_mismatch
52901,3806639000020312156,0,2702.07,2702.07,2733.22,2702.07,large_mismatch
52900,3806639000020417034,0,4272.15,4272.15,4485.75,4272.15,large_mismatch
52899,3806639000020315113,0,1147.67,1147.67,1205.05,1147.67,large_mismatch
52898,3806639000020270238,0,1398,1398,1363.96,1398,large_mismatch
52897,3806639000020340120,0,1398,1398,1363.95,1398,large_mismatch
52893,3806639000020418979,0,1299,1299,1299,1299,large_mismatch
52896,3806639000020111381,0,2098,2098,2098.95,2098,large_mismatch
52895,3806639000020083256,0,1139.05,1139.05,1196,1139.05,large_mismatch
52894,3806639000020083247,0,1398,1398,1363.95,1398,large_mismatch
52891,3806639000020266245,0,1398,1398,1363.95,1398,large_mismatch
52892,3806639000020266238,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
52890,3806639000019137934,0,1398,1398,1363.95,1398,large_mismatch
52889,3806639000020111371,0,2373.1,2373.1,2491.76,2373.1,large_mismatch
52888,3806639000019159963,0,1214.07,1214.07,1170.82,1214.07,large_mismatch
52887,3806639000020310160,0,1298,1298,1258.95,1298,large_mismatch
52886,3806639000019130989,0,1298,1298,1258.95,1298,large_mismatch
52885,3806639000019159954,0,1172.35,1172.35,1230.97,1172.35,large_mismatch
52884,3806639000020340113,0,1298,1298,1258.95,1298,large_mismatch
52883,3806639000019120839,0,1139.05,1139.05,1196,1139.05,large_mismatch
52882,3806639000019130970,0,2098,2098,2098.95,2098,large_mismatch
52881,3806639000020321170,0,2659.05,2659.05,2792,2659.05,large_mismatch
52880,3806639000020309237,0,1898,1898,1888.95,1898,large_mismatch
52879,3806639000020321137,0,3893.1,3893.1,4087.76,3893.1,large_mismatch
52878,3806639000020270198,0,2098,2098,2098.95,2098,large_mismatch
52877,3806639000020083219,0,1398,1398,1363.95,1398,large_mismatch
52876,3806639000020314080,0,3098,3098,3148.95,3098,large_mismatch
52875,3806639000019120829,0,1398,1398,1363.95,1398,large_mismatch
52874,3806639000019133908,0,2898,2898,2938.95,2898,large_mismatch
52873,3806639000020417010,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
52872,3806639000020263190,0,1147.67,1147.67,1205.05,1147.67,large_mismatch
52871,3806639000020340104,0,1139.05,1139.05,1196,1139.05,large_mismatch
52870,3806639000020309225,0,1899.05,1899.05,1993.99,1899.05,large_mismatch
52869,3806639000020316091,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
52868,3806639000020380029,0,1298,1298,1258.95,1298,large_mismatch
52867,3806639000020111300,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
52866,3806639000020315079,0,1398,1398,1363.95,1398,large_mismatch
52865,3806639000020315072,0,1398,1398,1363.95,1398,large_mismatch
52864,3806639000019159945,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
52863,3806639000019159936,0,1298,1298,1258.95,1298,large_mismatch
52862,3806639000019159928,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
52861,3806639000019120816,0,2898,2898,2938.96,2898,large_mismatch
52860,3806639000019242977,0,1082.1,1082.1,1136.21,1082.1,large_mismatch
52859,3806639000020382019,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
52858,3806639000020314073,0,1139.05,1139.05,1196,1139.05,large_mismatch
52857,3806639000020340094,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
52856,3806639000020309206,0,1398,1398,1363.95,1398,large_mismatch
52855,3806639000020083185,0,1398,1398,1363.95,1398,large_mismatch
52854,3806639000020314064,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
52853,3806639000020309185,0,1398,1398,1363.96,1398,large_mismatch
52852,3806639000020314055,0,1398,1398,1363.95,1398,large_mismatch
52851,3806639000020263172,0,1398,1398,1363.95,1398,large_mismatch
52850,3806639000019137896,0,2373.1,2373.1,2491.76,2373.1,large_mismatch
