order,zoho_invoice_id,zoho_net,shopify_net,delta,zoho_total,shopify_total,status
53937,3806639000022957387,0,1398,1398,1363.95,1398,large_mismatch
53936,3806639000022957379,0,1082.1,1082.1,1136.21,1082.1,large_mismatch
53935,3806639000022971223,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53934,3806639000023000251,0,1172.35,1172.35,1230.97,1172.35,large_mismatch
53933,3806639000023071247,0,1398,1398,1363.95,1398,large_mismatch
53932,3806639000023014272,0,1298,1298,1258.95,1298,large_mismatch
53931,3806639000022990217,0,1298,1298,1258.95,1298,large_mismatch
53930,3806639000022990209,0,1139.05,1139.05,1196,1139.05,large_mismatch
53929,3806639000022972227,0,2597,2597,2622.9,2597,large_mismatch
53928,3806639000022970279,0,2098,2098,2098.95,2098,large_mismatch
53927,3806639000023034198,0,1172.35,1172.35,1230.97,1172.35,large_mismatch
53926,3806639000023034189,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53925,3806639000022959295,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53924,3806639000022958138,0,1298,1298,1258.96,1298,large_mismatch
53923,3806639000023000216,0,1804.1,1804.1,1894.31,1804.1,large_mismatch
53922,3806639000022972195,0,1298,1298,1258.96,1298,large_mismatch
53921,3806639000022959286,0,1398,1398,1363.95,1398,large_mismatch
53920,3806639000022969266,0,1172.35,1172.35,1230.97,1172.35,large_mismatch
53919,3806639000022959276,0,2098,2098,2098.95,2098,large_mismatch
53918,3806639000022993177,0,1398,1398,1363.95,1398,large_mismatch
53917,3806639000022960195,0,1298,1298,1258.95,1298,large_mismatch
53916,3806639000023071206,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53915,3806639000023014240,0,1994.05,1994.05,2093.75,1994.05,large_mismatch
53914,3806639000022995196,0,1398,1398,1363.95,1398,large_mismatch
53913,3806639000022967234,0,1298,1298,1258.95,1298,large_mismatch
53912,3806639000022991311,0,759.05,759.05,797,759.05,large_mismatch
53911,3806639000022988145,0,1398,1398,1363.95,1398,large_mismatch
53910,3806639000022993167,0,2098,2098,2098.95,2098,large_mismatch
53909,3806639000022965118,0,1398,1398,1363.95,1398,large_mismatch
53908,3806639000023000207,0,1398,1398,1363.95,1398,large_mismatch
53907,3806639000023000199,0,1110.65,1110.65,1166.18,1110.65,large_mismatch
53906,3806639000022995189,0,1298,1298,1258.95,1298,large_mismatch
53905,3806639000022962438,0,1398,1398,1363.95,1398,large_mismatch
53904,3806639000022967222,0,1804.1,1804.1,1894.31,1804.1,large_mismatch
53903,3806639000023034160,0,1298,1298,1258.95,1298,large_mismatch
53902,3806639000022990151,0,1110.65,1110.65,1166.19,1110.65,large_mismatch
53901,3806639000023071169,0,2373.1,2373.1,2491.76,2373.1,large_mismatch
53900,3806639000022970176,0,1110.65,1110.65,1166.18,1110.65,large_mismatch
53899,3806639000022961173,0,1298,1298,1258.95,1298,large_mismatch
53898,3806639000022971184,0,133,133,139.64,133,large_mismatch
53897,3806639000022968240,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53896,3806639000023000175,0,2098,2098,2098.95,2098,large_mismatch
53895,3806639000022968224,0,2659.05,2659.05,2792,2659.05,large_mismatch
53894,3806639000023000167,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53893,3806639000022959237,0,1139.05,1139.05,1196,1139.05,large_mismatch
53892,3806639000022960187,0,1139.05,1139.05,1196,1139.05,large_mismatch
53891,3806639000022993139,0,1298,1298,1258.95,1298,large_mismatch
53890,3806639000022957248,0,1298,1298,1258.95,1298,large_mismatch
53889,3806639000023033214,0,1139.05,1139.05,1196,1139.05,large_mismatch
53888,3806639000022992233,0,1398,1398,1363.95,1398,large_mismatch
53887,3806639000023113088,0,1139.05,1139.05,1196,1139.05,large_mismatch
53886,3806639000023071139,0,1139.05,1139.05,1196,1139.05,large_mismatch
53885,3806639000022965069,0,2659.05,2659.05,2792,2659.05,large_mismatch
53884,3806639000022967200,0,1398,1398,1363.95,1398,large_mismatch
53883,3806639000023071130,0,1398,1398,1363.95,1398,large_mismatch
53882,3806639000023000105,0,4176.2,4176.2,4385.01,4176.2,large_mismatch
53881,3806639000022962346,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53880,3806639000022971168,0,2472.92,2472.92,2596.57,2472.92,large_mismatch
53879,3806639000022967191,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53878,3806639000022957188,0,2754.05,2754.05,2891.75,2754.05,large_mismatch
53877,3806639000022968179,0,2098,2098,2098.95,2098,large_mismatch
53876,3806639000022970119,0,2198,2198,2203.95,2198,large_mismatch
53875,3806639000022989165,0,1398,1398,1363.95,1398,large_mismatch
53874,3806639000022968170,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53873,3806639000022966287,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53871,3806639000022962310,0,2278.1,2278.1,2392.01,2278.1,large_mismatch
53870,3806639000022957154,0,2099,2099,2203.95,2099,large_mismatch
53869,3806639000022962291,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53868,3806639000022993108,0,1398,1398,1363.95,1398,large_mismatch
53867,3806639000022959130,0,1398,1398,1363.95,1398,large_mismatch
53866,3806639000022968161,0,1139.05,1139.05,1196,1139.05,large_mismatch
53865,3806639000023034096,0,2197,2197,2202.9,2197,large_mismatch
53864,3806639000022988099,0,1139.05,1139.05,1196,1139.05,large_mismatch
53863,3806639000022962280,0,1875.4,1875.4,1969.17,1875.4,large_mismatch
53862,3806639000022966262,0,2098,2098,2098.95,2098,large_mismatch
53861,3806639000022971150,0,1298,1298,1258.95,1298,large_mismatch
53860,3806639000023033101,0,1298,1298,1258.95,1298,large_mismatch
53859,3806639000022970101,0,1398,1398,1363.95,1398,large_mismatch
53858,3806639000022992152,0,1398,1398,1363.95,1398,large_mismatch
53857,3806639000022994071,0,2098,2098,2098.95,2098,large_mismatch
53856,3806639000022961049,0,2597,2597,2622.9,2597,large_mismatch
53854,3806639000023000096,0,1139.05,1139.05,1196,1139.05,large_mismatch
53855,3806639000023000087,0,1398,1398,1363.95,1398,large_mismatch
53853,3806639000022989106,0,2659.05,2659.05,2792,2659.05,large_mismatch
53852,3806639000022966237,0,2597,2597,2622.9,2597,large_mismatch
53851,3806639000022994062,0,1398,1398,1363.95,1398,large_mismatch
53850,3806639000022962262,0,1298,1298,1258.95,1298,large_mismatch
53849,3806639000022992140,0,1899.05,1899.05,1994,1899.05,large_mismatch
53848,3806639000022994037,0,2898,2898,2938.95,2898,large_mismatch
53847,3806639000023071040,0,1298,1298,1258.95,1298,large_mismatch
53846,3806639000023071030,0,2198,2198,2203.95,2198,large_mismatch
53845,3806639000023034079,0,1398,1398,1363.95,1398,large_mismatch
53844,3806639000022957112,0,1139.05,1139.05,1196,1139.05,large_mismatch
53843,3806639000022962240,0,2998,2998,3043.95,2998,large_mismatch
53842,3806639000022970093,0,1398,1398,1363.95,1398,large_mismatch
53841,3806639000023071020,0,1172.35,1172.35,1230.97,1172.35,large_mismatch
53840,3806639000023113025,0,1398,1398,1363.95,1398,large_mismatch
53839,3806639000022968082,0,2098,2098,2098.95,2098,large_mismatch
53838,3806639000022970083,0,2373.1,2373.1,2491.76,2373.1,large_mismatch
53837,3806639000022959104,0,1298,1298,1258.95,1298,large_mismatch
53836,3806639000022965060,0,1298,1298,1258.95,1298,large_mismatch
53835,3806639000022962180,0,1899.05,1899.05,1994,1899.05,large_mismatch
53834,3806639000023000078,0,2597,2597,2622.9,2597,large_mismatch
53833,3806639000022969124,0,2898,2898,2938.95,2898,large_mismatch
53832,3806639000022958074,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53831,3806639000022988050,0,1298,1298,1258.95,1298,large_mismatch
53830,3806639000023014018,0,1398,1398,1363.95,1398,large_mismatch
53829,3806639000022993066,0,1804.1,1804.1,1894.31,1804.1,large_mismatch
53828,3806639000023071011,0,1139.05,1139.05,1196,1139.05,large_mismatch
53827,3806639000023014010,0,1398,1398,1363.95,1398,large_mismatch
53826,3806639000022970059,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53825,3806639000022989060,0,1048.94,1048.94,1101.39,1048.94,large_mismatch
53824,3806639000022968027,0,1398,1398,1363.95,1398,large_mismatch
53823,3806639000022958065,0,1398,1398,1363.95,1398,large_mismatch
53822,3806639000022971101,0,1178.1,1178.1,1133.06,1178.1,large_mismatch
53821,3806639000022960078,0,1999,1999,2098.95,1999,large_mismatch
53820,3806639000023000056,0,2497,2497,2517.9,2497,large_mismatch
53819,3806639000022969061,0,1238.05,1238.05,1196,1238.05,large_mismatch
53818,3806639000022988032,0,1398,1398,1363.95,1398,large_mismatch
53817,3806639000023033037,0,1298,1298,1258.95,1298,large_mismatch
53816,3806639000022991124,0,1238.05,1238.05,1196,1238.05,large_mismatch
53815,3806639000022969038,0,1899.05,1899.05,1993.99,1899.05,large_mismatch
53814,3806639000022957078,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53813,3806639000022960035,0,1025.15,1025.15,1076.41,1025.15,large_mismatch
53812,3806639000022957069,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53811,3806639000023071002,0,1398,1398,1363.95,1398,large_mismatch
53810,3806639000022966096,0,1994.05,1994.05,2093.75,1994.05,large_mismatch
53809,3806639000022995070,0,1994.05,1994.05,2093.75,1994.05,large_mismatch
53808,3806639000022965032,0,1268.1,1268.1,1227.56,1268.1,large_mismatch
53807,3806639000023033003,0,1899.05,1899.05,1994,1899.05,large_mismatch
53806,3806639000022971012,0,2659.05,2659.05,2792,2659.05,large_mismatch
53805,3806639000022972043,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53804,3806639000022993026,0,1398,1398,1363.95,1398,large_mismatch
53803,3806639000022991064,0,1298,1298,1258.95,1298,large_mismatch
53802,3806639000023014002,0,1398,1398,1363.95,1398,large_mismatch
53801,3806639000022989013,0,2898,2898,2938.95,2898,large_mismatch
53800,3806639000022994002,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53799,3806639000022958042,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53798,3806639000022972034,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53796,3806639000022969003,0,2422.14,2422.14,2439.3,2422.14,large_mismatch
53795,3806639000022967003,0,1994.05,1994.05,2093.75,1994.05,large_mismatch
53794,3806639000022965014,0,1333.05,1333.05,1295.75,1333.05,large_mismatch
53793,3806639000022965002,0,5595,5595,5770.8,5595,large_mismatch
53792,3806639000022962003,0,1899.05,1899.05,1993.99,1899.05,large_mismatch
53754,3806639000022335351,0,1298,1298,1258.95,1298,large_mismatch
53753,3806639000022292317,0,2098,2098,2098.95,2098,large_mismatch
53752,3806639000022349404,0,2098,2098,2098.95,2098,large_mismatch
53751,3806639000022292308,0,1398,1398,1363.95,1398,large_mismatch
53750,3806639000022341340,0,2073.1,2073.1,2072.81,2073.1,large_mismatch
53749,3806639000022347155,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53748,3806639000022314238,0,1298,1298,1258.95,1298,large_mismatch
53747,3806639000022293411,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53746,3806639000022331490,0,2659.05,2659.05,2792,2659.05,large_mismatch
53745,3806639000022341331,0,1298,1298,1258.95,1298,large_mismatch
53744,3806639000022293402,0,61.75,61.75,64.84,61.75,small_mismatch
53743,3806639000022292259,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53742,3806639000022330348,0,1398,1398,1363.95,1398,large_mismatch
53741,3806639000022343148,0,1333.05,1333.05,1295.75,1333.05,large_mismatch
53740,3806639000022332189,0,1178.1,1178.1,1133.06,1178.1,large_mismatch
53739,3806639000022341299,0,1298,1298,1258.95,1298,large_mismatch
53738,3806639000022375277,0,1082.1,1082.1,1136.21,1082.1,large_mismatch
53737,3806639000022292250,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53736,3806639000022375268,0,1398,1398,1363.95,1398,large_mismatch
53735,3806639000022302314,0,1398,1398,1363.96,1398,large_mismatch
53734,3806639000022295213,0,2898,2898,2938.95,2898,large_mismatch
53733,3806639000022293354,0,1398,1398,1363.95,1398,large_mismatch
53732,3806639000022297355,0,1899.05,1899.05,1994,1899.05,large_mismatch
53731,3806639000022340329,0,1398,1398,1363.95,1398,large_mismatch
53730,3806639000022332152,0,1298,1298,1258.95,1298,large_mismatch
53729,3806639000022349355,0,1298,1298,1258.95,1298,large_mismatch
53728,3806639000022334165,0,1082.1,1082.1,1136.21,1082.1,large_mismatch
53727,3806639000022314230,0,1398,1398,1363.95,1398,large_mismatch
53726,3806639000022334156,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53725,3806639000022297345,0,1268.1,1268.1,1227.56,1268.1,large_mismatch
53724,3806639000022339260,0,2097,2097,2097.9,2097,large_mismatch
53723,3806639000022338326,0,1298,1298,1258.95,1298,large_mismatch
53722,3806639000022335228,0,1398,1398,1363.95,1398,large_mismatch
53721,3806639000022302241,0,1398,1398,1363.95,1398,large_mismatch
53720,3806639000022341235,0,1299,1299,1363.95,1299,large_mismatch
53719,3806639000022296342,0,83.93,83.93,88.13,83.93,small_mismatch
53717,3806639000022304266,0,1199,1199,1258.95,1199,large_mismatch
53716,3806639000022335220,0,1298,1298,1258.95,1298,large_mismatch
53715,3806639000022339234,0,1398,1398,1363.95,1398,large_mismatch
53714,3806639000022338314,0,1899.05,1899.05,1993.99,1899.05,large_mismatch
53713,3806639000022341227,0,1298,1298,1258.95,1298,large_mismatch
53712,3806639000022344239,0,1299,1299,1363.95,1299,large_mismatch
53711,3806639000022340313,0,1199,1199,1258.95,1199,large_mismatch
53710,3806639000022375237,0,1298,1298,1258.95,1298,large_mismatch
53709,3806639000022330262,0,1110.65,1110.65,1166.18,1110.65,large_mismatch
53708,3806639000022375226,0,2373.1,2373.1,2491.76,2373.1,large_mismatch
53707,3806639000022346249,0,1899.05,1899.05,1994,1899.05,large_mismatch
53706,3806639000022416146,0,1082.1,1082.1,1136.21,1082.1,large_mismatch
53705,3806639000022335211,0,2098,2098,2098.95,2098,large_mismatch
53704,3806639000022416127,0,1298,1298,1258.95,1298,large_mismatch
53703,3806639000022375217,0,1139.05,1139.05,1196,1139.05,large_mismatch
53702,3806639000022342176,0,1298,1298,1258.95,1298,large_mismatch
53701,3806639000022297268,0,1298,1298,1258.95,1298,large_mismatch
53700,3806639000022335202,0,1139.05,1139.05,1196,1139.05,large_mismatch
53699,3806639000022416107,0,1994.05,1994.05,2093.75,1994.05,large_mismatch
53698,3806639000022295194,0,1147.67,1147.67,1205.05,1147.67,large_mismatch
53697,3806639000022331296,0,2998,2998,3043.95,2998,large_mismatch
53696,3806639000022341189,0,1110.65,1110.65,1166.18,1110.65,large_mismatch
53695,3806639000022349312,0,2898,2898,2938.95,2898,large_mismatch
53694,3806639000022304258,0,1178.1,1178.1,1133.06,1178.1,large_mismatch
53693,3806639000022292157,0,1298,1298,1258.95,1298,large_mismatch
53692,3806639000022339216,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53691,3806639000022342168,0,1079.1,1079.1,1133.06,1079.1,large_mismatch
53690,3806639000022296266,0,1398,1398,1363.95,1398,large_mismatch
53689,3806639000022341157,0,1398,1398,1363.95,1398,large_mismatch
53688,3806639000022302170,0,2098,2098,2098.95,2098,large_mismatch
53687,3806639000022349303,0,1398,1398,1363.95,1398,large_mismatch
53686,3806639000022334136,0,1298,1298,1258.95,1298,large_mismatch
53685,3806639000022292147,0,1398,1398,1363.95,1398,large_mismatch
53684,3806639000022297235,0,1139.05,1139.05,1196,1139.05,large_mismatch
53683,3806639000022416097,0,1147.67,1147.67,1205.05,1147.67,large_mismatch
53682,3806639000022343065,0,1298,1298,1258.95,1298,large_mismatch
53681,3806639000022303167,0,749.13,749.13,786.6,749.13,large_mismatch
53680,3806639000022334128,0,1203.15,1203.15,1159.36,1203.15,large_mismatch
53679,3806639000022331254,0,1298,1298,1258.95,1298,large_mismatch
53678,3806639000022333111,0,1298,1298,1258.95,1298,large_mismatch
53677,3806639000022347062,0,1398,1398,1363.95,1398,large_mismatch
53676,3806639000022304235,0,1298,1298,1258.95,1298,large_mismatch
53675,3806639000022339205,0,2098,2098,2098.95,2098,large_mismatch
53674,3806639000022334120,0,1398,1398,1363.95,1398,large_mismatch
53673,3806639000022330185,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53672,3806639000022344143,0,1298,1298,1258.95,1298,large_mismatch
53671,3806639000022293259,0,1298,1298,1258.95,1298,large_mismatch
53670,3806639000022343057,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53669,3806639000022375178,0,1172.35,1172.35,1230.97,1172.35,large_mismatch
53668,3806639000022333103,0,1110.65,1110.65,1166.18,1110.65,large_mismatch
53667,3806639000022302141,0,1899.05,1899.05,1993.99,1899.05,large_mismatch
53666,3806639000022338241,0,1298,1298,1258.95,1298,large_mismatch
53665,3806639000022349257,0,2898,2898,2938.95,2898,large_mismatch
53664,3806639000022293251,0,1139.05,1139.05,1196,1139.05,large_mismatch
53663,3806639000022304227,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53662,3806639000022338208,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53661,3806639000022300157,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53660,3806639000022344103,0,4596,4596,4721.85,4596,large_mismatch
53659,3806639000022302131,0,1139.05,1139.05,1196,1139.05,large_mismatch
53658,3806639000022340213,0,1298,1298,1258.95,1298,large_mismatch
53657,3806639000022416060,0,1048.94,1048.94,1101.39,1048.94,large_mismatch
53656,3806639000022300148,0,1139.05,1139.05,1196,1139.05,large_mismatch
53655,3806639000022349245,0,2898,2898,2938.95,2898,large_mismatch
53654,3806639000022333076,0,1398,1398,1363.95,1398,large_mismatch
53653,3806639000022297226,0,1025.15,1025.15,1076.41,1025.15,large_mismatch
53652,3806639000022297217,0,1298,1298,1258.95,1298,large_mismatch
53651,3806639000022349235,0,2344.69,2344.69,2461.92,2344.69,large_mismatch
53650,3806639000022375127,0,1398,1398,1363.95,1398,large_mismatch
53649,3806639000022341101,0,1048.94,1048.94,1101.39,1048.94,large_mismatch
53648,3806639000022349226,0,1398,1398,1363.95,1398,large_mismatch
53647,3806639000022302119,0,3297,3297,3357.9,3297,large_mismatch
53646,3806639000022297192,0,2098,2098,2098.95,2098,large_mismatch
53645,3806639000022302111,0,1298,1298,1258.95,1298,large_mismatch
53644,3806639000022314160,0,2898,2898,2938.95,2898,large_mismatch
53643,3806639000022331118,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53642,3806639000022342145,0,1139.05,1139.05,1196,1139.05,large_mismatch
53641,3806639000022334103,0,1298,1298,1258.95,1298,large_mismatch
53640,3806639000022340197,0,2659.05,2659.05,2792,2659.05,large_mismatch
53639,3806639000022343023,0,1082.1,1082.1,1136.21,1082.1,large_mismatch
53638,3806639000022342136,0,1298,1298,1258.95,1298,large_mismatch
53637,3806639000022292099,0,1398,1398,1363.95,1398,large_mismatch
53636,3806639000022297172,0,2098,2098,2098.95,2098,large_mismatch
53635,3806639000022302103,0,1238.05,1238.05,1196,1238.05,large_mismatch
53634,3806639000022292090,0,1298,1298,1258.96,1298,large_mismatch
53633,3806639000022300108,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53632,3806639000022375087,0,2659.05,2659.05,2792,2659.05,large_mismatch
53631,3806639000022295114,0,1398,1398,1363.95,1398,large_mismatch
53630,3806639000022335123,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53629,3806639000022302094,0,1398,1398,1363.95,1398,large_mismatch
53628,3806639000022293178,0,1298,1298,1258.95,1298,large_mismatch
53627,3806639000022338133,0,1899.05,1899.05,1993.99,1899.05,large_mismatch
53626,3806639000022347040,0,1139.05,1139.05,1196,1139.05,large_mismatch
53625,3806639000022338124,0,1298,1298,1258.95,1298,large_mismatch
53624,3806639000022416051,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53623,3806639000022349164,0,1398,1398,1363.95,1398,large_mismatch
53622,3806639000022297162,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53621,3806639000022335103,0,2098,2098,2098.95,2098,large_mismatch
53620,3806639000022346085,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53619,3806639000022341082,0,1025.15,1025.15,1076.41,1025.15,large_mismatch
53618,3806639000022304157,0,2758.05,2758.05,2792,2758.05,large_mismatch
53617,3806639000022295106,0,1298,1298,1258.95,1298,large_mismatch
53616,3806639000022375077,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53615,3806639000022349133,0,1298,1298,1258.95,1298,large_mismatch
53614,3806639000022300090,0,1110.65,1110.65,1166.18,1110.65,large_mismatch
53613,3806639000022304148,0,1298,1298,1258.95,1298,large_mismatch
53612,3806639000022292081,0,2344.69,2344.69,2461.92,2344.69,large_mismatch
53611,3806639000022347031,0,1139.05,1139.05,1196,1139.05,large_mismatch
53610,3806639000022339088,0,2373.1,2373.1,2491.76,2373.1,large_mismatch
53609,3806639000022340151,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53608,3806639000022335079,0,1147.67,1147.67,1205.05,1147.67,large_mismatch
53607,3806639000022342029,0,2799,2799,2938.95,2799,large_mismatch
53606,3806639000022295098,0,1079.1,1079.1,1133.06,1133.06,large_mismatch
53605,3806639000022332020,0,2597,2597,2622.9,2597,large_mismatch
53604,3806639000022292072,0,1398,1398,1363.95,1398,large_mismatch
53603,3806639000022335071,0,1298,1298,1258.95,1298,large_mismatch
53602,3806639000022349106,0,2898,2898,2938.95,2898,large_mismatch
53601,3806639000022295082,0,2659.05,2659.05,2792,2659.05,large_mismatch
53600,3806639000022375053,0,2098,2098,2098.95,2098,large_mismatch
53599,3806639000022292065,0,1147.67,1147.67,1205.05,1147.67,large_mismatch
53598,3806639000022340116,0,3160.93,3160.93,3318.98,3160.93,large_mismatch
53597,3806639000022331051,0,1398,1398,1363.95,1398,large_mismatch
53596,3806639000022349093,0,1899.05,1899.05,1993.99,1899.05,large_mismatch
53595,3806639000022304111,0,1398,1398,1363.95,1398,large_mismatch
53594,3806639000022292056,0,1110.65,1110.65,1166.18,1110.65,large_mismatch
53593,3806639000022330074,0,1147.67,1147.67,1205.05,1147.67,large_mismatch
53592,3806639000022344036,0,1398,1398,1363.95,1398,large_mismatch
53591,3806639000022334023,0,1398,1398,1363.95,1398,large_mismatch
53590,3806639000022334011,0,1709.15,1709.15,1794.6,1709.15,large_mismatch
53589,3806639000022346034,0,1082.1,1082.1,1136.21,1082.1,large_mismatch
53588,3806639000022302054,0,1238.05,1238.05,1196,1238.05,large_mismatch
53587,3806639000022293106,0,1398,1398,1363.95,1398,large_mismatch
53586,3806639000022343014,0,1110.65,1110.65,1166.18,1110.65,large_mismatch
53585,3806639000022295069,0,1899.05,1899.05,1993.99,1899.05,large_mismatch
53584,3806639000022293091,0,2526.1,2526.1,2652.39,2526.1,large_mismatch
53583,3806639000022344028,0,1139.05,1139.05,1196,1139.05,large_mismatch
53581,3806639000022341035,0,1298,1298,1258.95,1298,large_mismatch
53580,3806639000022300080,0,3098,3098,3148.96,3098,large_mismatch
53579,3806639000022314074,0,1298,1298,1258.95,1298,large_mismatch
53578,3806639000022344019,0,1298,1298,1258.95,1298,large_mismatch
53577,3806639000022346002,0,1398,1398,1363.95,1398,large_mismatch
53576,3806639000022340049,0,2498,2498,2622.9,2498,large_mismatch
53575,3806639000022293082,0,1398,1398,1363.95,1398,large_mismatch
53574,3806639000022295035,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53573,3806639000022293051,0,1110.65,1110.65,1166.18,1110.65,large_mismatch
53572,3806639000022340002,0,1298,1298,1258.96,1298,large_mismatch
53571,3806639000022335025,0,1139.05,1139.05,1196,1139.05,large_mismatch
53570,3806639000022300026,0,1139.05,1139.05,1196,1139.05,large_mismatch
53569,3806639000022335001,0,1298,1298,1258.95,1298,large_mismatch
53568,3806639000022334001,0,1298,1298,1258.95,1298,large_mismatch
53567,3806639000022332003,0,1307.07,1307.07,1268.47,1307.07,large_mismatch
53566,3806639000022303026,0,1139.05,1139.05,1196,1139.05,large_mismatch
53565,3806639000022157242,0,1333.05,1333.05,1295.75,1333.05,large_mismatch
53561,3806639000022021188,0,1139.05,1139.05,1196,1139.05,large_mismatch
53562,3806639000022109242,0,2898,2898,2938.95,2898,large_mismatch
53564,3806639000022021179,0,1298,1298,1258.95,1298,large_mismatch
53563,3806639000022293003,0,2659.05,2659.05,2792,2659.05,large_mismatch
53560,3806639000022063267,0,1298,1298,1258.95,1298,large_mismatch
53559,3806639000022103189,0,1110.65,1110.65,1166.18,1110.65,large_mismatch
53558,3806639000022109233,0,1298,1298,1258.95,1298,large_mismatch
53557,3806639000022104259,0,1298,1298,1258.95,1298,large_mismatch
53556,3806639000022017250,0,1398,1398,1363.95,1398,large_mismatch
53555,3806639000022060330,0,2373.1,2373.1,2491.76,2373.1,large_mismatch
53554,3806639000022127184,0,1110.65,1110.65,1166.18,1110.65,large_mismatch
53553,3806639000022111111,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53552,3806639000022031268,0,1333.05,1333.05,1295.75,1333.05,large_mismatch
53551,3806639000022040152,0,1110.65,1110.65,1166.18,1110.65,large_mismatch
53550,3806639000022103167,0,2898,2898,2938.95,2898,large_mismatch
53549,3806639000022019125,0,1398,1398,1363.96,1398,large_mismatch
53548,3806639000022040120,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53547,3806639000022040111,0,1147.67,1147.67,1205.05,1147.67,large_mismatch
53546,3806639000022127175,0,1110.65,1110.65,1166.18,1110.65,large_mismatch
53545,3806639000022104247,0,2898,2898,2938.95,2898,large_mismatch
53544,3806639000022025149,0,1214.07,1214.07,1170.82,1214.07,large_mismatch
53543,3806639000022114198,0,1139.05,1139.05,1196.01,1139.05,large_mismatch
53542,3806639000022060232,0,1398,1398,1363.95,1398,large_mismatch
53541,3806639000022156161,0,2098,2098,2098.95,2098,large_mismatch
53540,3806639000022031259,0,1398,1398,1363.95,1398,large_mismatch
53539,3806639000022122155,0,1172.35,1172.35,1230.97,1172.35,large_mismatch
53538,3806639000022036162,0,2098,2098,2098.95,2098,large_mismatch
53537,3806639000022060200,0,2597,2597,2622.9,2597,large_mismatch
53536,3806639000022109177,0,1139.05,1139.05,1196,1139.05,large_mismatch
53535,3806639000022112104,0,1298,1298,1258.95,1298,large_mismatch
53534,3806639000022036153,0,949.05,949.05,996.5,949.05,large_mismatch
53533,3806639000022017195,0,1298,1298,1258.95,1298,large_mismatch
53532,3806639000022060192,0,1139.05,1139.05,1196,1139.05,large_mismatch
53531,3806639000022036143,0,1139.05,1139.05,1196,1139.05,large_mismatch
53530,3806639000022103130,0,1298,1298,1258.95,1298,large_mismatch
53529,3806639000022114162,0,2898,2898,2938.95,2898,large_mismatch
53528,3806639000022025116,0,1268.1,1268.1,1227.56,1268.1,large_mismatch
53527,3806639000022157142,0,1298,1298,1258.95,1298,large_mismatch
53526,3806639000022157134,0,1398,1398,1363.95,1398,large_mismatch
53525,3806639000022113123,0,2659.05,2659.05,2792.01,2659.05,large_mismatch
53524,3806639000022156152,0,1298,1298,1258.95,1298,large_mismatch
53523,3806639000022113110,0,2898,2898,2938.95,2898,large_mismatch
53522,3806639000022025107,0,1139.05,1139.05,1196,1139.05,large_mismatch
53521,3806639000022114151,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
53520,3806639000022122100,0,1766.12,1766.12,1854.43,1766.12,large_mismatch
53519,3806639000022112096,0,1697,1697,1677.9,1697,large_mismatch
53518,3806639000022156134,0,1139.05,1139.05,1196,1139.05,large_mismatch
53517,3806639000022071124,0,1025.15,1025.15,1076.41,1025.15,large_mismatch
53516,3806639000022157097,0,2898,2898,2938.95,2898,large_mismatch
